id,TimeOfStop,Agency,SubAgency,Description,Location,Latitude,Longitude,Accident,Belts,PersonalInjury,ProperyDamage,Fatal,CommercialLicense,HAZMAT,CommercialVehicle,Alcohol,WorkZOne,State,VehicleType,Year,Make,Model,Color,Charge,Article,ContributedToAccident,Race,Gender,DriverCity,DriverState,DLState,ArrestType,Geolocation,Citation
3761,00:00:00,MCP,Headquarters and Special Operations,DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,GRANDVIEW AVE  ENNALLS AVE,39.05841167,-77.047935,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,NISSAN,4S,BLACK,21-902,Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,,Yes
3765,00:00:00,MCP,Headquarters and Special Operations,EXCEEDING MAXIMUM SPEED 39 MPH IN A POSTED 30 MPH ZONE,LONGDRAFT RD  GOLDEN POST LN,-77.24348833,39.13757,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,JEEP,TK,BLUE,21-801.1,Transportation Article,No,BLACK,F,GERMANTOWN,MD,MD,Q - Marked Laser,,Yes
3766,00:00:00,MCP,Headquarters and Special Operations,OPER. MOTOR VEH. WITH OPERATOR NOT RESTRAINED BY SEAT BELT,WARING STATION RDMIDDLE BROOK RD,-77.254925,39.175925,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,HOND,4S ACCORD,SILVER,22-412.3,Transportation Article,No,OTHER,F,GAITHERSBURG,MD,MD,A - Marked Patrol,,Yes
3767,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,MONTGOMERY VILLAGE AVE  RUSSELL AVE,39.15540667,-77.20792167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,FORD,EXPLORER,WHITE,21-202,Transportation Article,No,BLACK,M,BALTIMORE,MD,MD,A - Marked Patrol,,Yes
3768,00:00:00,MCP,Headquarters and Special Operations,NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY LIFE AND PERSON,N FREDERICK RD AND ODENHAL RD,39.14985667,-77.23323,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,NISSAN,MURANO,SILVER,21-901.1,Transportation Article,No,WHITE,F,CLARKSBURG,MD,MD,A - Marked Patrol,,Yes
3769,00:00:00,MCP,Headquarters and Special Operations,ERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106 26-204 26-206 27-103,ROSEMARY CIR  ROSEMARY ST,38.97784,-77.07904833,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2002,DODG,RAM,BLACK,16-303,Transportation Article,No,WHITE,M,COLUMBIA,MD,MD,A - Marked Patrol,,No
3770,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE,SB GREAT SENECA HWY  MUDDY BRANCH RD,39.10609333,-77.20776667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,HOND,CRV TK,BLACK,21-204,Transportation Article,No,WHITE,F,ROCKVILLE,MD,MD,A - Marked Patrol,,Yes
3771,00:00:00,MCP,Headquarters and Special Operations,DRIVING A MOTOR VEH WITHOUT A VALID MEDICAL EXAMINERS CERTIFICATE IN POSSESSION,16101 FREDERICK RD,39.12206167,-77.17244,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2011,FORD,TK,WHITE,11-391.41,Maryland Rules,No,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,,No
3772,00:00:00,MCP,Headquarters and Special Operations,FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND,NB 29  MUSGROVE RD,-76.95930667,39.06744833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,VOLK,4S,BLACK,22-201.1,Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,B - Unmarked Patrol,,No
3773,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,ROSEMARYHILCREST,38.97784667,-77.07812833,No,No,No,No,No,No,No,No,No,No,MD,28 - Other,2014,FRHT,TT,WHITE,21-201,Transportation Article,No,HISPANIC,M,LAUREL,MD,MD,B - Unmarked Patrol,,No
3774,00:00:00,MCP,Headquarters and Special Operations,DRIVING A MOTOR VEH WITHOUT A VALID MEDICAL EXAMINERS CERTIFICATE IN POSSESSION,MUDDY BRANCH RD DARNESTOWN RD,39.10389167,-77.22014833,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2004,FORD,F450,WHITE,11-391.41,Maryland Rules,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,,Yes
3776,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,OLD GEORGETOWN RD AUBURN AVE,NA,NA,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2010,HONDA,ACCORD,BLACK,21-201,Transportation Article,No,WHITE,M,ASHBURN,VA,VA,B - Unmarked Patrol,,Yes
3777,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,ROCKVILLE PIKE  W EDMONSTON DR,-77.13489333,39.073845,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,HONDA,CRV,BLACK,21-201,Transportation Article,No,WHITE,M,POTOMAC,MD,MD,A - Marked Patrol,,No
3778,00:00:00,MCP,Headquarters and Special Operations,PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON REVOKED LICENSE AND PRIVILEGE,MONTGOMERY VILLAGE AVE  RUSSELL AVE,39.15540667,-77.20792167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,FORD,EXPLORER,WHITE,16-303,Transportation Article,No,BLACK,M,BALTIMORE,MD,MD,A - Marked Patrol,,Yes
3779,00:00:00,MCP,Headquarters and Special Operations,NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY LIFE AND PERSON,GRANDVIEW AVE  ENNALLS AVE,39.05841167,-77.047935,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,NISSAN,4S,BLACK,21-901.1,Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,,Yes
3780,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO STOP AT STOP SIGN LINE,UNIVERSITY AVE  CARROLL,39.00136333,-76.98245167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1998,LEXUS,4DR,SILVER,21-707,Transportation Article,No,BLACK,M,BELTSVILLE,MD,MD,B - Unmarked Patrol,,No
3781,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO STOP AT STOP SIGN LINE,UNIVERSITY AND ELKINS,39.11398,-77.23509833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,MERCEDES,C230,BLACK,21-707,Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,,Yes
3782,00:00:00,MCP,Headquarters and Special Operations,UNAUTHORIZED DISPLAY AND USE OF REGISTRATION PLATE,NB GEORGIA AVENUE  ARCOLA AVE,39.04580333,-77.05203167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1984,TOYO,2S,SILVER,13-703,Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,,Yes
3783,00:00:00,MCP,Headquarters and Special Operations,FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,19900 CENTURY BLVD  PANERA BREAD,39.18295333,-77.262225,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,ACURA,4D,RED,16-112,Transportation Article,No,BLACK,M,CLARKSBURG,MD,MD,A - Marked Patrol,,Yes
3784,00:00:00,MCP,Headquarters and Special Operations,NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY LIFE AND PERSON,ROCKVILLE PIKE AND NICHOLSON,NA,NA,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,DODGE,CHARGER,WHITE,21-901.1,Transportation Article,No,WHITE,F,HYATTSVILLE,MD,MD,A - Marked Patrol,,Yes
3786,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,RUSSELL AVE AND LAKE FOREST BLVD,-77.20597667,39.15095833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,TOYT,4S,TAN,21-202,Transportation Article,No,BLACK,M,MONTGOMERY VILLAGE,MD,MD,B - Unmarked Patrol,,Yes
3787,00:00:00,MCP,Headquarters and Special Operations,TAILLIGHTS ,GREAT SENECA HWY ,39.09787,-77.206095,No,No,No,No,No,Yes,No,No,No,No,MD,06 - Heavy Duty Truck,2002,KENW,DUMP TK,GOLD,56*,,No,WHITE,M,EDGEWATER,MD,MD,A - Marked Patrol,,No
3789,00:00:00,MCP,Headquarters and Special Operations,EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,PINEY BRANCH RD  BARRON ST,38.99694,-76.99358833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,HONDA,ACCORD,BRONZE,21-801.1,Transportation Article,No,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol,,No
3790,00:00:00,MCP,Headquarters and Special Operations,FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,270 RAMP AND 124,39.14889,-77.21490667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999,JEEP,WRANGLER,GREEN DK,13-409,Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,,Yes
3791,00:00:00,MCP,Headquarters and Special Operations,DRIVING A MOTOR VEH WITHOUT A VALID MEDICAL EXAMINERS CERTIFICATE IN POSSESSION,SHADY GROVE RD  FREDERICK AVE,39.12403667,-77.17549667,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2005,ISUZ,STAKE BODY,WHITE,11-391.41,Maryland Rules,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,,Yes
3794,00:00:00,MCP,Headquarters and Special Operations,PEDESTRIAN CROSSING ROADWAY BETWEEN ADJACENT INTERSECTIONS HAVING TRAFFIC CONTROL SIGNAL,PINEY BRANCH ROAD  UNIVERSITY BLVD,38.999955,-76.99458167,No,No,No,No,No,No,No,No,No,No,XX,29 - Unknown,NA,NONE,NONE,NA,21-503,Transportation Article,No,HISPANIC,M,GAITHERSBURG,MD,MD,O - Foot Patrol,,Yes
3795,00:00:00,MCP,Headquarters and Special Operations,OPERATING MOTOR VEHICLE WITH INADEQUATE TIRES ON OTHER THAN STEERING AXLE,WOODFIELD RD  LINDBERGH,39.16404667,-77.157425,No,No,No,No,No,No,No,No,No,No,MD,07 - TruckRoad Tractor,2006,CHEV,W4500 BOX TK,WHITE,11-393.75,Maryland Rules,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,,No
3796,00:00:00,MCP,Headquarters and Special Operations,EXCEEDING THE POSTED SPEED LIMIT OF 60 MPH,WB ICC  EXIT 8,39.129045,-77.122,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,FORD,EXPLORER,WHITE,21-801.1,Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,,No
3797,00:00:00,MCP,Headquarters and Special Operations,MOTOR CARRIER FAIL TO CORRECT DEFECTS NOTED ON INSPECTION REPORT,SHADY GROVE RDMONT CO TRANSFER CNTR,-77.17241667,39.12213167,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2004,GMC,TK 3500,WHITE,11-396.9,Maryland Rules,No,HISPANIC,M,ROCKVILLE,MD,MD,A - Marked Patrol,,No
3798,00:00:00,MCP,Headquarters and Special Operations,DRIVING VEHICLE IN HOV LANE WHEN NOT AUTHORIZED BY TRAFFIC CONTROL DEVICE,NB 270  MONTROSE RD,39.04250167,-77.14804167,No,No,No,No,No,No,No,No,No,No,MD,03 - Station Wagon,2002,MAZD,PROTEGE5 SW,SILVER,21-314,Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,,Yes
3799,00:00:00,MCP,Headquarters and Special Operations,FAILING TO DISPLAY PROPER VEHICLE I.D.,MID COUNTY HWY WASHINGTON GROVE,39.14555833,-77.16621833,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2000,CHEV,3500HD,WHITE,11-390.21,Maryland Rules,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,,No
3800,00:00:00,MCP,Headquarters and Special Operations,FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS,14100 BLOCK SENECA ROAD,39.10163333,-77.294425,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,GMC,YUKON,WHITE,16-116,Transportation Article,No,WHITE,F,CLARKSBURG,MD,MD,B - Unmarked Patrol,,No
3802,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,GOOD HOPE RD  NEW HAMPSHIRE AVE,39.03952,-77.06836167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,TOYOTA,CAMERY,GREEN,21-201,Transportation Article,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,,No
3803,00:00:00,MCP,Headquarters and Special Operations,EXCEEDING MAXIMUM SPEED 54 MPH IN A POSTED 45 MPH ZONE,NEW HAMPSHIRE AVE  HARDING LA,39.117,-76.98988,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,TOYOTA,CAMRY,GOLD,21-801.1,Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,Q - Marked Laser,,Yes
3804,00:00:00,MCP,Headquarters and Special Operations,FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS,14933 SHADY GROVE RD  FALLSGROVE SC,39.09705833,-77.19200833,No,No,No,No,No,No,No,No,No,No,SC,02 - Automobile,2000,HONDA,ACC 4D,SILVER,16-116,Transportation Article,No,WHITE,M,DARNESTOWN,MD,MD,A - Marked Patrol,,No
3805,00:00:00,MCP,Headquarters and Special Operations,PEDESTRIAN CROSSING ROADWAY BETWEEN ADJACENT INTERSECTIONS HAVING TRAFFIC CONTROL SIGNAL,8800 BLOCK PINEY BRANCH NB,38.99988167,-76.99474833,No,No,No,No,No,No,No,No,No,No,XX,29 - Unknown,NA,NONE,NONE,NA,21-503,Transportation Article,No,BLACK,M,TAKOMA PARK,MD,MD,O - Foot Patrol,,Yes
3806,00:00:00,MCP,Headquarters and Special Operations,TAG LIGHTS ,CONECTICUT AND 495,39.00657333,-77.07554167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,NISS,TK,GRAY,65*,,No,WHITE,M,LANDOVER,MD,MD,A - Marked Patrol,,No
3808,00:00:00,MCP,Headquarters and Special Operations,DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,SAM EIGH AND GREAT SENECA HWY,-77.233845,39.14971667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,FORD,VAN,WHITE,21-902,Transportation Article,No,WHITE,M,HYATTSVILLE,MD,MD,A - Marked Patrol,,Yes
3814,00:00:00,MCP,Headquarters and Special Operations,TAG LIGHTS ,NB 29  MUSGROVE,39.06782167,-76.959035,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,TOYOTA,TUNDRA,SILVER,65*,,No,ASIAN,M,SPRINGFIELD,VA,VA,Q - Marked Laser,,No
3815,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALK,PINEY BRANCH RD  GARLAND AVE,38.99883333,-76.99782667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,JEEP,TK,BLACK,21-502,Transportation Article,No,WHITE,M,ELKRIDGE,MD,MD,A - Marked Patrol,,Yes
3816,00:00:00,MCP,Headquarters and Special Operations,MOTOR VEH. MFR. AFTER JUNE 1 1971 WO ADEQUATE TAIL LAMPS,EDGEMOOR  OLD GEORGETOWN,38.98479167,-77.09559333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,TOYT,PRIUS 4S,GREEN LGT,22-204,Transportation Article,No,WHITE,M,BETHESDA,MD,MD,A - Marked Patrol,,No
3817,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,LELAND46ST,38.98052667,-77.08952333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,VOLK,4H,BLUE,21-201,Transportation Article,No,WHITE,M,CHEVY CHASE,MD,MD,B - Unmarked Patrol,,No
3818,00:00:00,MCP,Headquarters and Special Operations,DRIVER ENTERING INTERSECTION AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING,MONTROSE SEVEN LOCKS RD,39.05710667,-77.16478833,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2005,LAND ROVER,LR3,WHITE,21-204,Transportation Article,No,BLACK,M,POTOMAC,MD,MD,A - Marked Patrol,,No
3820,00:00:00,MCP,Headquarters and Special Operations,FAILING TO SECURE CHILD UNDER AGE 8 IN CHILD SAFETY SEAT WHEN TRANSPORTING IN MOTOR VEHICLE,GOSHEN RD  MID COUNTY HWY,39.15682,-77.19202667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,TOYT,4S COROLLA,BLUE,22-412.2,Transportation Article,No,HISPANIC,F,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol,,No
3821,00:00:00,MCP,Headquarters and Special Operations,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY - 75 IN RAIN,NB 270  SHADY GROVE RD,39.101705,-77.17939833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999,INFI,Q30 4D,WHITE,21-801,Transportation Article,No,BLACK,M,ACCOKEEK,MD,MD,A - Marked Patrol,,Yes
3822,00:00:00,MCP,Headquarters and Special Operations,DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,9100 BLOCK OF ROTHBURY DR,39.18634833,-77.18898167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,NISSAN,ALTIMA,GOLD,21-902,Transportation Article,No,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,,Yes
3823,00:00:00,MCP,Headquarters and Special Operations,FAILURE TO STOP WHEN ENTERING HIGHWAY,SHADY GROVE AND 355,39.12810667,-77.16994333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,TOYOTA,SCION,SILVER,21-404,Transportation Article,No,WHITE,M,CATONSVILLE,MD,MD,A - Marked Patrol,,No
3824,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,LELAND46ST,38.98069333,-77.08760333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,MAZDA,3,BLUE,21-201,Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,B - Unmarked Patrol,,No
3826,00:00:00,MCP,Headquarters and Special Operations,RECKLESS DRIVING VEHICLE IN WANTON AND WILLFUL DISREGARD FOR SAFETY OF PERSONS AND PROPERTY,I-270 NB  W MONTGOMERY AVE,39.09259667,-77.18218333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,BMW,TK,BLACK,21-901.1,Transportation Article,No,BLACK,M,ROCKVILLE,MD,MD,A - Marked Patrol,,No
3827,00:00:00,MCP,Headquarters and Special Operations,PASSENGER AGE 16 OR MORE IN REAR SEAT OF MOTOR VEH WITHOUT SEATBELT RESTRAINT,GREAT SENECA HWY  LAKELANDS BLVD,39.12024667,-77.22614833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,BMW,330XI,BLACK,22-412.3,Transportation Article,No,WHITE,M,GERMANTOWN,MD,MD,A - Marked Patrol,,No
3828,00:00:00,MCP,Headquarters and Special Operations,FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND,SB CONNECTICUT AVE ADAM DR,39.04549167,-76.99108667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999,TOYOTA,SOLARA,WHITE,22-201.1,Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,B - Unmarked Patrol,,Yes
3829,00:00:00,MCP,Headquarters and Special Operations,DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,SB 270 AT 124,NA,NA,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,ACURA,TSX,BLACK,16-101,Transportation Article,No,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,,Yes
3830,00:00:00,MCP,Headquarters and Special Operations,DRIVING WHILE IMPAIRED BY ALCOHOL,QUINCE ORCHARD RD  FIRSTFIELD RD,-77.23783833,39.15166,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,VOLK,2S,RED,21-902,Transportation Article,No,HISPANIC,M,GERMANTOWN,MD,MD,A - Marked Patrol,,Yes
3831,00:00:00,MCP,Headquarters and Special Operations,OPERATING VEHICLE ON HIGHWAY WITH UNAUTHORIZED WINDOW TINTING MATERIAL,SNOUFFER SCHOOL RDCENTERWAY RD,39.13642333,-77.41236,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,HONDA,ACCORD,WHITE,22-406,Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,B - Unmarked Patrol,,No
3833,00:00:00,MCP,Headquarters and Special Operations,FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR,NB 270 RAMP TO MD RTE 117,39.14155667,-77.210585,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,SCIO,2H,BLACK,13-411,Transportation Article,No,WHITE,F,GAITHERSBURG,MD,MD,A - Marked Patrol,,Yes
3834,00:00:00,MCP,Headquarters and Special Operations,DRIVING VEH. WHILE IMPAIRED BY ALCOHOL WHILE TRANSPORTING A MINOR,I-270 NB RAMP  MONTGOMERY VILLAGE AVE,-77.22887833,39.14838667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,JEEP,SU,GRAY,21-902,Transportation Article,No,BLACK,M,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol,,Yes
3837,00:00:00,MCP,Headquarters and Special Operations,PEDESTRIAN FAILURE WHEN NOT IN CROSSWALK TO YIELD RIGHT-OF-WAY TO APPROACHING VEH.,GERMANTOWN ROAD  WISTERIA DRIVE,39.43306667,-77.40169167,No,No,Yes,No,No,No,No,No,No,No,XX,29 - Unknown,NA,NONE,NONE,NA,21-503,Transportation Article,Yes,WHITE,F,FREDERICK,MD,MD,B - Unmarked Patrol,,Yes
3838,00:00:00,MCP,Headquarters and Special Operations,EXCEEDING MAXIMUM SPEED 70 MPH IN A POSTED 55 MPH ZONE,12600 GREAT SENECA HWY,39.14385167,-77.27341833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,KIA,FORTE,WHITE,21-801.1,Transportation Article,No,WHITE,M,FREDERICK,MD,MD,Q - Marked Laser,,Yes
3839,00:00:00,MCP,Headquarters and Special Operations,STOP LIGHTS ,CLARKSBURG RD  GATEWAY CENTER DR,39.23508,-77.282935,No,No,No,No,No,No,No,No,No,No,MD,25 - Utility Trailer,2014,BELMONT,UTILITY,BLACK,64*,,No,WHITE,M,NEW WINDSOR,MD,MD,A - Marked Patrol,,No
3841,00:00:00,MCP,Headquarters and Special Operations,EMERGENCY BRAKING SYSTEM NOT OPERATING PROPERLY,WOODFIELD RD  SNOUFFER SCHOOL RD,-77.16139833,39.15834,No,No,No,No,No,No,No,No,No,No,MD,25 - Utility Trailer,2009,BART,UNTILITY TRAILE,BLACK,11-393.43,Maryland Rules,No,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol,,No
3842,00:00:00,MCP,Headquarters and Special Operations,PASSENGER AGE 16 OR MORE IN REAR SEAT OF MOTOR VEH WITHOUT SEATBELT RESTRAINT,NB ROCKVILLE PIKE  HALPINE RD,39.06169333,-77.12373667,No,No,No,No,No,No,No,No,No,No,NY,02 - Automobile,2013,DODG,CARAVAN,GRAY,22-412.3,Transportation Article,No,BLACK,F,GERMANTOWN,MD,MD,A - Marked Patrol,,No
3843,00:00:00,MCP,Headquarters and Special Operations,DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,SB 270  118,39.16780833,-77.242405,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,MAZD,3 4D,GREEN,13-401,Transportation Article,No,WHITE,F,FREDERICK,MD,MD,A - Marked Patrol,,No
3844,00:00:00,MCP,Headquarters and Special Operations,FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS,SB 270  370,39.13144333,-77.206985,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,PONTIAC,VIBE,GRAY,16-116,Transportation Article,No,WHITE,M,GERMANTOWN,MD,MD,A - Marked Patrol,,No
3845,00:00:00,MCP,Headquarters and Special Operations,EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH,DEMOCRACY BLVD ROCKLEDGE DRIVE,39.03018167,-77.12626667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,HYUNDAI,SENATA,SILVER,21-801.1,Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,B - Unmarked Patrol,,No
3846,00:00:00,MCP,Headquarters and Special Operations,OPERATING A MV WO PROPER REQUIRED EMERGENCY ROADSIDE WARNING DEVICES,CLARKSBURG RD  GATEWAY CENTER DR,39.23500833,-77.282795,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,1999,FORD,F350,GOLD,11-393.95,Maryland Rules,No,HISPANIC,M,CLARKSBURG,MD,MD,A - Marked Patrol,,No
3847,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,SB 355  CHESTNUT,-77.20450167,39.14652167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,BMW,M3,SILVER,21-201,Transportation Article,No,OTHER,M,GERMANTOWN,MD,MD,A - Marked Patrol,,No
3848,00:00:00,MCP,Headquarters and Special Operations,DRIVING VEH. WHILE SO FAR IMPAIRED BY DRUGS DRUGS AND ALCOHOL CANNOT DRIVE SAFELY,CROWN PLAZA AT PARKING GARAGE,NA,NA,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,HUMM,TK,SILVER,21-902,Transportation Article,No,WHITE,F,GERMANTOWN,MD,MD,A - Marked Patrol,,Yes
3849,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAIL TO MAKE REQUIRED STOP AT SIGN,GAITHER RD  INDUSTRIAL DRIVE,39.11750167,-77.18828,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,TOYT,4S,GOLD,21-202,Transportation Article,No,WHITE,F,NORTH BETHESDA,MD,MD,A - Marked Patrol,,No
